MonitoringLocationIdentifier,richness,ept_taxa,ept_present,tol_present,LatitudeMeasure,LongitudeMeasure,region
INSTOR_WQX-17243,8,0,False,False,38.52613642,-87.2583337449,Ohio River Basin
INSTOR_WQX-17244,8,0,False,False,38.5248224348,-87.2587738201,Ohio River Basin
INSTOR_WQX-17245,9,0,False,False,38.5243515026,-87.2597901595,Ohio River Basin
INSTOR_WQX-17246,6,0,False,False,38.5240045786,-87.2608339497,Ohio River Basin
INSTOR_WQX-17247,6,0,False,False,38.5235442277,-87.2618095774,Ohio River Basin
INSTOR_WQX-17248,6,0,False,False,38.5231308913,-87.2627580952,Ohio River Basin
INSTOR_WQX-17249,5,0,False,False,38.5227243276,-87.2637771436,Ohio River Basin
INSTOR_WQX-17250,7,0,False,False,38.5222665988,-87.264797863,Ohio River Basin
INSTOR_WQX-17251,11,0,False,False,38.521771549,-87.2657638732,Ohio River Basin
INSTOR_WQX-17252,1,0,False,False,38.5213484056,-87.2668099201,Ohio River Basin
INSTOR_WQX-17255,7,0,False,False,38.5230226909,-87.267917233,Ohio River Basin
INSTOR_WQX-17256,7,0,False,False,38.523286253,-87.2668656004,Ohio River Basin
INSTOR_WQX-17257,8,0,False,False,38.5235531052,-87.2656586429,Ohio River Basin
INSTOR_WQX-17258,8,0,False,False,38.5238865563,-87.2644662487,Ohio River Basin
INSTOR_WQX-17259,12,0,False,False,38.5241936439,-87.2633500246,Ohio River Basin
INSTOR_WQX-17260,5,0,False,False,38.5244903928,-87.2625596737,Ohio River Basin
INSTOR_WQX-17261,3,0,False,False,38.5248841136,-87.2613302866,Ohio River Basin
INSTOR_WQX-17262,6,0,False,False,38.5252925416,-87.26041967,Ohio River Basin
INSTOR_WQX-17263,8,0,False,False,38.5257412481,-87.2593781748,Ohio River Basin
INSTOR_WQX-17264,19,0,False,False,38.5326393756,-87.2549110421,Ohio River Basin
INSTOR_WQX-17266,1,0,False,False,38.5252818418,-87.2590759955,Ohio River Basin
INSTOR_WQX-17267,1,0,False,False,38.5248220271,-87.2601049127,Ohio River Basin
INSTOR_WQX-17270,1,0,False,False,38.5236622635,-87.2630540577,Ohio River Basin
INSTOR_WQX-17271,1,0,False,False,38.5233054425,-87.2641216934,Ohio River Basin
INSTOR_WQX-17272,1,0,False,False,38.5229098528,-87.2652282491,Ohio River Basin
INSTOR_WQX-17276,65,1,True,True,41.344,-85.0636111111,Great Lakes
INSTOR_WQX-17304,8,2,True,True,38.480584,-86.113054,Ohio River Basin
INSTOR_WQX-17306,32,0,False,True,41.6645518068,-86.1868367769,Great Lakes
INSTOR_WQX-17307,49,2,True,True,41.7338634045,-85.1270133719,Great Lakes
INSTOR_WQX-17308,19,0,False,True,41.251364535,-85.2232967027,Great Lakes
INSTOR_WQX-17309,13,0,False,False,41.5891307825,-85.9501090221,Great Lakes
INSTOR_WQX-17310,69,1,True,True,41.6637058561,-85.9276482217,Great Lakes
INSTOR_WQX-17311,39,2,True,True,40.6970561046,-84.8392021733,Great Lakes
INSTOR_WQX-17312,46,3,True,True,41.4232842812,-85.0090099341,Great Lakes
INSTOR_WQX-17313,68,2,True,True,41.3413314864,-85.4541820858,Great Lakes
INSTOR_WQX-17314,71,1,True,True,41.738821806,-85.5806962101,Great Lakes
INSTOR_WQX-17316,37,1,True,True,41.5246296408,-85.6814032486,Great Lakes
INSTOR_WQX-17319,42,2,True,True,41.6217970059,-86.9832342135,Great Lakes
INSTOR_WQX-17320,34,1,True,True,41.715323517,-86.2289886985,Great Lakes
INSTOR_WQX-17321,51,1,True,True,41.0458647056,-85.031866085,Great Lakes
INSTOR_WQX-17322,23,3,True,True,41.4481370764,-85.8360611032,Great Lakes
INSTOR_WQX-17323,37,0,False,True,41.7057265989,-85.8894396165,Great Lakes
INSTOR_WQX-17324,58,2,True,True,41.3447158207,-85.0655188384,Great Lakes
INSTOR_WQX-17327,43,2,True,True,41.324129662,-84.8536415072,Great Lakes
INSTOR_WQX-17328,23,1,True,False,41.4599420452,-87.1031842652,Great Lakes
INSTOR_WQX-17330,53,0,False,False,41.5033543217,-85.7746706716,Great Lakes
INSTOR_WQX-17331,23,0,False,True,41.4305224707,-87.3723112063,Great Lakes
INSTOR_WQX-17332,64,1,True,True,41.6691974079,-84.91155355,Great Lakes
INSTOR_WQX-17334,52,1,True,True,41.119244605,-85.1590817737,Great Lakes
INSTOR_WQX-17337,43,1,True,True,40.6937037559,-84.8826853619,Great Lakes
INSTOR_WQX-17338,46,4,True,True,41.3398372028,-84.9677497644,Great Lakes
INSTOR_WQX-17340,32,1,True,True,41.681045,-85.286307,Great Lakes
INSTOR_WQX-17342,24,0,False,False,41.5887772301,-87.14498493,Great Lakes
INSTOR_WQX-17344,44,2,True,True,41.517546,-85.810068,Great Lakes
INSTOR_WQX-17348,40,3,True,True,41.4381856139,-85.624472642,Great Lakes
INSTOR_WQX-17352,31,0,False,True,41.1943283961,-84.9270323578,Great Lakes
INSTOR_WQX-17353,40,0,False,True,41.46409612,-84.8089402012,Great Lakes
INSTOR_WQX-17354,41,3,True,True,41.6209382598,-87.0909019367,Great Lakes
INSTOR_WQX-17355,86,3,True,True,41.1859767871,-85.0447062578,Great Lakes
INSTOR_WQX-17388,51,4,True,True,41.6061167839,-85.2369655984,Great Lakes
INSTOR_WQX-17390,26,2,True,True,41.6276178526,-85.337141309,Great Lakes
INSTOR_WQX-17391,26,1,True,True,41.6035498055,-84.8410443622,Great Lakes
INSTOR_WQX-17392,23,0,False,True,41.746944283,-86.2715515201,Great Lakes
INSTOR_WQX-17396,29,1,True,True,41.6616089875,-85.8352734313,Great Lakes
INSTOR_WQX-17398,59,4,True,True,41.5368382538,-84.9360326591,Great Lakes
INSTOR_WQX-17416,39,0,False,True,40.79394,-85.840969,Ohio River Basin
INSTOR_WQX-17417,36,3,True,True,40.79369,-85.900269,Ohio River Basin
INSTOR_WQX-17418,32,1,True,True,40.78657,-85.909105,Ohio River Basin
INSTOR_WQX-17419,5,0,False,False,40.76713,-85.993734,Ohio River Basin
INSTOR_WQX-17420,38,2,True,True,40.74828,-85.933281,Ohio River Basin
INSTOR_WQX-17421,37,2,True,True,40.76744,-85.895105,Ohio River Basin
INSTOR_WQX-17422,32,4,True,True,40.79212,-85.81023,Ohio River Basin
INSTOR_WQX-17423,34,3,True,True,40.8002,-85.78283,Ohio River Basin
INSTOR_WQX-17424,22,0,False,True,40.80822,-85.757673,Ohio River Basin
INSTOR_WQX-17425,28,2,True,True,40.83661,-85.71966,Ohio River Basin
INSTOR_WQX-17426,27,1,True,True,40.83756,-85.72493,Ohio River Basin
INSTOR_WQX-17427,31,3,True,True,40.82545,-85.760062,Ohio River Basin
INSTOR_WQX-17428,4,0,False,True,38.50714,-86.018665,Ohio River Basin
INSTOR_WQX-17429,62,5,True,True,39.0304192628,-85.2179672769,Ohio River Basin
INSTOR_WQX-17430,22,0,False,True,41.6588273422,-84.8507815519,Great Lakes
INSTOR_WQX-17431,50,0,False,True,41.3891378294,-85.084744828,Great Lakes
INSTOR_WQX-17432,54,3,True,True,41.2795319202,-85.1282507719,Great Lakes
INSTOR_WQX-17433,51,2,True,True,41.2551959772,-85.1343177444,Great Lakes
INSTOR_WQX-17434,72,3,True,True,41.2509706327,-85.1347589777,Great Lakes
INSTOR_WQX-17435,56,0,False,True,39.3085733216,-85.2394174858,Ohio River Basin
INSTOR_WQX-17436,60,6,True,True,39.2598977333,-85.2428712466,Ohio River Basin
INSTOR_WQX-17437,55,1,True,True,39.2646876636,-85.2412563269,Ohio River Basin
INSTOR_WQX-17438,41,0,False,True,39.2517069169,-85.2406312594,Ohio River Basin
INSTOR_WQX-17439,68,5,True,True,39.256052623,-85.3055050216,Ohio River Basin
INSTOR_WQX-17440,56,0,False,True,39.2071348888,-85.1449992238,Ohio River Basin
INSTOR_WQX-17441,92,0,False,True,39.1748093511,-85.17003061,Ohio River Basin
INSTOR_WQX-17442,69,1,True,True,39.1992423363,-85.2020937844,Ohio River Basin
INSTOR_WQX-17443,11,0,False,False,39.2117653761,-85.2059776205,Ohio River Basin
INSTOR_WQX-17444,68,4,True,True,39.2099223063,-85.2090966169,Ohio River Basin
INSTOR_WQX-17445,65,0,False,True,39.1973051119,-85.2475074177,Ohio River Basin
INSTOR_WQX-17446,68,4,True,True,39.227421615,-85.2420404025,Ohio River Basin
INSTOR_WQX-17447,37,0,False,True,39.2648169352,-85.2800484725,Ohio River Basin
INSTOR_WQX-17448,48,1,True,True,39.147581975,-85.2561224472,Ohio River Basin
INSTOR_WQX-17449,63,2,True,True,39.1498984455,-85.2430397402,Ohio River Basin
INSTOR_WQX-17450,63,0,False,True,39.3072670519,-85.2347721575,Ohio River Basin
INSTOR_WQX-17451,12,0,False,False,39.2096148808,-85.1952448897,Ohio River Basin
INSTOR_WQX-17455,71,2,True,True,39.203158735,-85.1321173663,Ohio River Basin
INSTOR_WQX-17481,14,0,False,True,39.418472,-85.004791,Ohio River Basin
INSTOR_WQX-17482,21,6,True,True,39.554504,-84.952417,Ohio River Basin
INSTOR_WQX-17483,19,6,True,True,39.480532,-84.961769,Ohio River Basin
INSTOR_WQX-17484,19,6,True,True,39.576614,-84.94944,Ohio River Basin
INSTOR_WQX-17485,22,4,True,True,39.773196,-87.088464,Ohio River Basin
INSTOR_WQX-17667,51,1,True,True,39.1497500137,-85.2537227213,Ohio River Basin
INSTOR_WQX-17850,4,0,False,False,41.69733,-85.19405,Great Lakes
INSTOR_WQX-17852,4,0,False,False,41.70127,-85.11218,Great Lakes
INSTOR_WQX-17853,4,0,False,False,41.62734,-85.06128,Great Lakes
INSTOR_WQX-17864,4,0,False,False,41.53045,-87.26836,Great Lakes
INSTOR_WQX-17952,1,0,False,False,41.28624,-85.6922,Ohio River Basin
INSTOR_WQX-17953,1,0,False,False,41.22341,-85.65105,Ohio River Basin
INSTOR_WQX-17972,4,0,False,False,39.90317,-86.09971,Ohio River Basin
INSTOR_WQX-17973,4,0,False,False,39.26626,-86.41631,Ohio River Basin
INSTOR_WQX-17981,4,0,False,False,41.3238,-85.51636,Great Lakes
INSTOR_WQX-17990,4,0,False,False,39.90553,-86.10497,Ohio River Basin
INSTOR_WQX-17992,3,0,False,False,41.54368,-85.19886,Great Lakes
INSTOR_WQX-17999,3,0,False,False,39.023,-87.236,Ohio River Basin
INSTOR_WQX-18016,7,0,False,False,39.878166,-86.01783,Ohio River Basin
INSTOR_WQX-18017,8,0,False,False,39.877614,-86.01738,Ohio River Basin
INSTOR_WQX-18075,60,5,True,True,38.3129118433,-85.7933872583,Ohio River Basin
INSTOR_WQX-18076,68,1,True,True,39.1566356202,-84.9001780113,Ohio River Basin
INSTOR_WQX-18078,58,5,True,True,38.2812303466,-86.0927053447,Ohio River Basin
INSTOR_WQX-18079,39,0,False,True,38.443398518,-85.6297890627,Ohio River Basin
INSTOR_WQX-18080,41,0,False,True,38.0705309527,-86.7239427777,Ohio River Basin
INSTOR_WQX-18081,32,1,True,True,38.0443139647,-87.2095266947,Ohio River Basin
INSTOR_WQX-18082,57,2,True,True,38.78065389,-85.0793621688,Ohio River Basin
INSTOR_WQX-18084,59,4,True,True,38.3056568572,-86.5394431544,Ohio River Basin
INSTOR_WQX-18086,37,1,True,True,38.9996144383,-85.1074539386,Ohio River Basin
INSTOR_WQX-18088,36,1,True,True,38.0062825591,-87.5571677591,Ohio River Basin
INSTOR_WQX-18089,64,7,True,True,38.3522877997,-85.9709954405,Ohio River Basin
INSTOR_WQX-18090,69,7,True,True,39.248717,-84.982411,Ohio River Basin
INSTOR_WQX-18091,31,0,False,True,38.2550407436,-85.8607673463,Ohio River Basin
INSTOR_WQX-18092,67,2,True,True,38.4526966322,-85.7308326513,Ohio River Basin
INSTOR_WQX-18093,60,2,True,True,38.1288545008,-86.8925882691,Ohio River Basin
INSTOR_WQX-18096,83,5,True,True,38.2033710055,-87.1790631033,Ohio River Basin
INSTOR_WQX-18098,112,11,True,True,38.9563722427,-85.1176125608,Ohio River Basin
INSTOR_WQX-18099,25,1,True,True,38.1079905158,-87.4685863488,Ohio River Basin
INSTOR_WQX-18100,92,8,True,True,38.3027463536,-86.0605383544,Ohio River Basin
INSTOR_WQX-18101,83,6,True,True,38.3267224666,-85.9952128208,Ohio River Basin
INSTOR_WQX-18103,41,0,False,True,38.0699613572,-87.1120384319,Ohio River Basin
INSTOR_WQX-18104,33,3,True,True,38.2925594586,-85.7774796388,Ohio River Basin
INSTOR_WQX-18105,54,3,True,True,38.5005842644,-85.6468146916,Ohio River Basin
INSTOR_WQX-18108,56,5,True,True,38.7958480669,-85.2515507111,Ohio River Basin
INSTOR_WQX-18109,4,0,False,False,39.0855593911,-85.0565258136,Ohio River Basin
INSTOR_WQX-18111,28,1,True,True,38.5613413433,-85.7609833036,Ohio River Basin
INSTOR_WQX-18112,64,7,True,True,39.1689842875,-84.9748300308,Ohio River Basin
INSTOR_WQX-18113,42,0,False,True,37.9478307111,-86.6437732105,Ohio River Basin
INSTOR_WQX-18114,90,6,True,True,38.2177105091,-86.1282437852,Ohio River Basin
INSTOR_WQX-18115,73,3,True,True,38.4686150375,-86.1205988022,Ohio River Basin
INSTOR_WQX-18116,45,2,True,True,37.9964570872,-87.23624396,Ohio River Basin
INSTOR_WQX-18117,65,1,True,True,39.2583775133,-85.2413458388,Ohio River Basin
INSTOR_WQX-18118,75,3,True,True,38.4643171158,-85.715734903,Ohio River Basin
INSTOR_WQX-18156,75,3,True,True,38.5542677688,-86.1248085669,Ohio River Basin
INSTOR_WQX-18157,77,4,True,True,38.067664683,-86.1382672355,Ohio River Basin
INSTOR_WQX-18158,83,2,True,True,38.0438024197,-86.8873892897,Ohio River Basin
INSTOR_WQX-18160,64,5,True,True,38.2810755975,-86.4639099041,Ohio River Basin
INSTOR_WQX-18162,41,3,True,True,38.2250048177,-87.2797599397,Ohio River Basin
INSTOR_WQX-18164,47,0,False,True,38.1205686502,-86.8036894583,Ohio River Basin
INSTOR_WQX-18174,38,1,True,True,39.1085894444,-87.4900097222,Ohio River Basin
INSTOR_WQX-18175,31,1,True,True,39.0957422222,-87.5046194444,Ohio River Basin
INSTOR_WQX-18176,31,1,True,True,39.0417661111,-87.5252572222,Ohio River Basin
INSTOR_WQX-18177,51,5,True,True,39.0329802777,-87.5395622222,Ohio River Basin
INSTOR_WQX-18178,51,5,True,True,39.0275855555,-87.550315,Ohio River Basin
INSTOR_WQX-18183,22,1,True,True,39.0305422222,-87.5084730555,Ohio River Basin
INSTOR_WQX-18187,27,0,False,False,39.8866652661,-87.4089446268,Ohio River Basin
INSTOR_WQX-18212,56,2,True,True,39.0816584,-85.1390452461,Ohio River Basin
INSTOR_WQX-18214,68,7,True,True,39.0300381219,-85.038022735,Ohio River Basin
INSTOR_WQX-18215,33,1,True,True,38.4586884511,-87.130887675,Ohio River Basin
INSTOR_WQX-18216,106,7,True,True,40.5758748719,-86.4562324088,Ohio River Basin
INSTOR_WQX-18301,34,2,True,True,39.765056,-86.094806,Ohio River Basin
INSTOR_WQX-18302,24,2,True,True,39.790628,-86.111187,Ohio River Basin
INSTOR_WQX-18303,63,4,True,True,38.7734660905,-87.4727647405,Ohio River Basin
INSTOR_WQX-18305,38,1,True,True,38.8048434522,-87.4368357283,Ohio River Basin
INSTOR_WQX-18306,82,4,True,True,38.8113204658,-87.4178676866,Ohio River Basin
INSTOR_WQX-18307,58,2,True,True,38.8227746436,-87.3916560944,Ohio River Basin
INSTOR_WQX-18308,82,2,True,True,38.8351597866,-87.3632007066,Ohio River Basin
INSTOR_WQX-18309,52,0,False,True,38.8549104122,-87.3342565372,Ohio River Basin
INSTOR_WQX-18310,44,0,False,True,38.8582593458,-87.3600841836,Ohio River Basin
INSTOR_WQX-18311,76,5,True,True,38.8541196761,-87.4006274458,Ohio River Basin
INSTOR_WQX-18312,66,0,False,True,38.8585683163,-87.3533843691,Ohio River Basin
INSTOR_WQX-18313,52,1,True,True,38.8810299127,-87.3528308205,Ohio River Basin
INSTOR_WQX-18314,52,2,True,True,38.8945774325,-87.4220606216,Ohio River Basin
INSTOR_WQX-18315,63,6,True,True,38.9228480413,-87.4037597419,Ohio River Basin
INSTOR_WQX-18316,7,0,False,False,38.9355445563,-87.3829662147,Ohio River Basin
INSTOR_WQX-18317,52,2,True,True,38.8704526986,-87.3340430675,Ohio River Basin
INSTOR_WQX-18318,71,1,True,True,38.9243646272,-87.3331192858,Ohio River Basin
INSTOR_WQX-18319,62,4,True,True,38.9355758947,-87.3232118141,Ohio River Basin
INSTOR_WQX-18320,9,0,False,False,41.6403350483,-84.9433101936,Great Lakes
INSTOR_WQX-18322,8,0,False,False,41.6399263567,-84.9486622696,Great Lakes
INSTOR_WQX-18324,9,0,False,False,41.6382519427,-84.9482028817,Great Lakes
INSTOR_WQX-18326,18,0,False,False,41.6282039785,-85.0273435523,Great Lakes
INSTOR_WQX-18328,17,0,False,False,41.6238142186,-85.0177171174,Great Lakes
INSTOR_WQX-18330,16,0,False,False,41.6241728289,-85.0233725287,Great Lakes
INSTOR_WQX-18332,20,0,False,False,39.2626624282,-86.3942656837,Ohio River Basin
INSTOR_WQX-18334,15,0,False,False,39.2625078877,-86.3896913618,Ohio River Basin
INSTOR_WQX-18336,17,0,False,False,39.2520942764,-86.3876759703,Ohio River Basin
INSTOR_WQX-18338,16,0,False,False,39.2711362403,-86.427028317,Ohio River Basin
INSTOR_WQX-18363,41,1,True,True,39.935277778,-86.581111111,Ohio River Basin
INSTOR_WQX-18364,21,3,True,True,39.851666667,-86.645555556,Ohio River Basin
INSTOR_WQX-18365,23,3,True,True,39.848055556,-86.630833333,Ohio River Basin
INSTOR_WQX-18366,49,3,True,True,39.829444444,-86.656666667,Ohio River Basin
INSTOR_WQX-18367,27,4,True,True,39.731666667,-86.7675,Ohio River Basin
INSTOR_WQX-18373,28,3,True,True,38.9770714363,-87.2601020138,Ohio River Basin
INSTOR_WQX-18380,73,6,True,True,39.6830864647,-86.3950004533,Ohio River Basin
INSTOR_WQX-18381,47,1,True,True,38.9640413269,-87.0225356936,Ohio River Basin
INSTOR_WQX-18382,33,3,True,True,38.4745792252,-87.5256433958,Ohio River Basin
INSTOR_WQX-18383,64,4,True,True,39.8616853572,-86.0717821519,Ohio River Basin
INSTOR_WQX-18384,79,4,True,True,40.1145784541,-86.092915213,Ohio River Basin
INSTOR_WQX-18386,47,3,True,True,38.60321721,-87.303768385,Ohio River Basin
INSTOR_WQX-18388,53,0,False,True,39.1658367269,-86.8930015208,Ohio River Basin
INSTOR_WQX-18389,62,1,True,True,40.1487812535,-85.313278226,Ohio River Basin
INSTOR_WQX-18391,37,1,True,True,38.6295460622,-87.1162713847,Ohio River Basin
INSTOR_WQX-18395,74,6,True,True,38.5289644138,-87.3352086477,Ohio River Basin
INSTOR_WQX-18396,69,1,True,True,39.9680220177,-86.0492043319,Ohio River Basin
INSTOR_WQX-18397,4,0,False,False,39.2960166438,-86.4007823486,Ohio River Basin
INSTOR_WQX-18400,67,4,True,True,39.336760913,-86.8253041288,Ohio River Basin
INSTOR_WQX-18401,57,3,True,True,39.5190603086,-86.6934579363,Ohio River Basin
INSTOR_WQX-18405,105,9,True,True,39.7820369502,-86.7784953484,Ohio River Basin
INSTOR_WQX-18406,61,1,True,True,38.9511008922,-86.7724079719,Ohio River Basin
INSTOR_WQX-18407,50,1,True,True,38.4946171047,-87.2988869447,Ohio River Basin
INSTOR_WQX-18408,76,3,True,True,39.4002518321,-86.4439749495,Ohio River Basin
INSTOR_WQX-18409,41,0,False,True,40.1521052541,-86.0039295312,Ohio River Basin
INSTOR_WQX-18410,56,0,False,True,39.3234680805,-86.6378938305,Ohio River Basin
INSTOR_WQX-18411,45,4,True,True,38.4157887758,-87.728702922,Ohio River Basin
INSTOR_WQX-18414,35,0,False,True,39.1397397861,-86.9813603986,Ohio River Basin
INSTOR_WQX-18415,70,3,True,True,40.1965549966,-85.3672456586,Ohio River Basin
INSTOR_WQX-18416,83,9,True,True,40.024906763,-85.5573939586,Ohio River Basin
INSTOR_WQX-18417,51,3,True,True,38.8821698486,-86.9614204219,Ohio River Basin
INSTOR_WQX-18419,88,5,True,True,39.7519890511,-86.6990066347,Ohio River Basin
INSTOR_WQX-18420,78,4,True,True,39.0591859813,-86.7848328711,Ohio River Basin
INSTOR_WQX-18421,118,9,True,True,39.6192767844,-86.39239267,Ohio River Basin
INSTOR_WQX-18422,46,5,True,True,39.9582518005,-86.0878589055,Ohio River Basin
INSTOR_WQX-18423,64,4,True,True,40.1746538019,-84.9599306858,Ohio River Basin
INSTOR_WQX-18432,45,0,False,True,38.504785741,-87.5330524323,Ohio River Basin
INSTOR_WQX-18447,60,5,True,True,39.493905758,-86.3926070948,Ohio River Basin
INSTOR_WQX-18459,71,5,True,True,40.2506506941,-86.0081539863,Ohio River Basin
INSTOR_WQX-18460,80,3,True,True,40.0082149633,-85.7911026691,Ohio River Basin
INSTOR_WQX-18461,48,3,True,True,39.9100507422,-86.1053250513,Ohio River Basin
INSTOR_WQX-18463,38,0,False,True,38.68154809,-87.3294311336,Ohio River Basin
INSTOR_WQX-18464,78,5,True,True,40.1502840294,-85.2005465541,Ohio River Basin
INSTOR_WQX-18465,56,4,True,True,38.8352186808,-87.0235540641,Ohio River Basin
INSTOR_WQX-18466,36,1,True,True,39.6254222441,-86.8245691119,Ohio River Basin
INSTOR_WQX-18467,52,2,True,True,38.8799189775,-87.1874751163,Ohio River Basin
INSTOR_WQX-18469,58,1,True,True,39.3018610543,-86.6043029853,Ohio River Basin
INSTOR_WQX-18477,14,0,False,False,40.1500649197,-84.9197867352,Ohio River Basin
INSTOR_WQX-18478,21,0,False,False,40.1821627066,-84.9685986697,Ohio River Basin
INSTOR_WQX-18479,14,0,False,False,40.1800252444,-85.0351875752,Ohio River Basin
INSTOR_WQX-18480,13,0,False,False,40.1794552944,-85.0730739836,Ohio River Basin
INSTOR_WQX-18481,18,0,False,False,40.1687519319,-85.1466196266,Ohio River Basin
INSTOR_WQX-18482,30,0,False,False,40.1618955944,-85.2129726744,Ohio River Basin
INSTOR_WQX-18483,28,0,False,False,40.1532378423,-85.2946104538,Ohio River Basin
INSTOR_WQX-18484,21,0,False,False,40.1785591055,-85.4951197038,Ohio River Basin
INSTOR_WQX-18485,23,0,False,False,40.164456969,-85.5303906276,Ohio River Basin
INSTOR_WQX-18486,22,0,False,False,40.1313321625,-85.5566264972,Ohio River Basin
INSTOR_WQX-18487,26,0,False,False,40.1060822561,-85.6238983772,Ohio River Basin
INSTOR_WQX-18488,21,0,False,False,40.1076960369,-85.6744269386,Ohio River Basin
INSTOR_WQX-18489,24,0,False,False,40.1181968461,-85.6904797363,Ohio River Basin
INSTOR_WQX-18490,22,0,False,False,40.1105074788,-85.7111222083,Ohio River Basin
INSTOR_WQX-18491,27,0,False,False,40.1175669272,-85.7345193388,Ohio River Basin
INSTOR_WQX-18492,24,0,False,False,40.1316761315,-85.7859328939,Ohio River Basin
INSTOR_WQX-18493,21,0,False,False,40.1417926144,-85.8630427439,Ohio River Basin
INSTOR_WQX-18494,26,0,False,False,40.1280059329,-85.908729438,Ohio River Basin
INSTOR_WQX-18495,20,0,False,False,40.0947184682,-85.9687285267,Ohio River Basin
INSTOR_WQX-18497,30,0,False,False,40.0376289847,-86.0257144327,Ohio River Basin
INSTOR_WQX-18499,18,0,False,False,39.9569936442,-86.0611404557,Ohio River Basin
INSTOR_WQX-18500,22,0,False,False,39.9013660093,-86.1158082527,Ohio River Basin
INSTOR_WQX-18502,19,0,False,False,39.870164205,-86.1338119372,Ohio River Basin
INSTOR_WQX-18503,18,0,False,False,39.8699521613,-86.1577416866,Ohio River Basin
INSTOR_WQX-18504,24,0,False,False,39.7877201583,-86.1951198352,Ohio River Basin
INSTOR_WQX-18505,25,0,False,False,39.7717512105,-86.1865825525,Ohio River Basin
INSTOR_WQX-18506,17,0,False,False,39.7373183197,-86.1709324375,Ohio River Basin
INSTOR_WQX-18507,24,0,False,False,39.7265907438,-86.186594883,Ohio River Basin
INSTOR_WQX-18508,23,0,False,False,39.6666168142,-86.2369450382,Ohio River Basin
INSTOR_WQX-18509,16,0,False,False,39.5589521565,-86.274196276,Ohio River Basin
INSTOR_WQX-18510,26,0,False,False,39.509088193,-86.3230597153,Ohio River Basin
INSTOR_WQX-18511,30,0,False,False,39.4340759258,-86.4485535575,Ohio River Basin
INSTOR_WQX-18512,29,0,False,False,39.3809914516,-86.5016754141,Ohio River Basin
INSTOR_WQX-18513,29,0,False,False,39.3732545133,-86.5583457658,Ohio River Basin
INSTOR_WQX-18514,32,0,False,False,39.3504711833,-86.6587730186,Ohio River Basin
INSTOR_WQX-18515,23,0,False,False,39.2609656135,-86.798301996,Ohio River Basin
INSTOR_WQX-18516,26,0,False,False,39.2055032816,-86.8665105977,Ohio River Basin
INSTOR_WQX-18517,25,0,False,False,39.1108665119,-86.9626490041,Ohio River Basin
INSTOR_WQX-18518,22,0,False,False,39.0184208036,-86.9721185406,Ohio River Basin
INSTOR_WQX-18519,28,0,False,False,38.9580295633,-86.9943130636,Ohio River Basin
INSTOR_WQX-18520,17,0,False,False,38.9097543991,-87.0964860366,Ohio River Basin
INSTOR_WQX-18521,31,0,False,False,38.8150113419,-87.2320298238,Ohio River Basin
INSTOR_WQX-18522,25,0,False,False,38.7484123827,-87.2372461544,Ohio River Basin
INSTOR_WQX-18523,23,0,False,False,38.6166933704,-87.2400246061,Ohio River Basin
INSTOR_WQX-18524,26,0,False,False,38.5588763084,-87.2388670371,Ohio River Basin
INSTOR_WQX-18525,18,0,False,False,38.5123828927,-87.288453378,Ohio River Basin
INSTOR_WQX-18526,31,0,False,False,38.5320272772,-87.4546142505,Ohio River Basin
INSTOR_WQX-18527,36,0,False,False,38.4569736786,-87.6413466386,Ohio River Basin
INSTOR_WQX-18528,21,0,False,False,40.0520860477,-86.0145520238,Ohio River Basin
INSTOR_WQX-18529,15,0,False,False,39.925998128,-86.0759916627,Ohio River Basin
INSTOR_WQX-18530,18,0,False,False,39.8462708062,-86.1796159954,Ohio River Basin
INSTOR_WQX-18531,48,0,False,True,38.8268373363,-87.1863243549,Ohio River Basin
INSTOR_WQX-18532,78,3,True,True,38.7090330737,-87.2696448397,Ohio River Basin
INSTOR_WQX-18580,46,0,False,True,38.7940481394,-85.8693148691,Ohio River Basin
INSTOR_WQX-18584,64,5,True,True,38.9832011716,-85.7867090855,Ohio River Basin
INSTOR_WQX-18589,50,1,True,True,39.2300669605,-87.409059563,Ohio River Basin
INSTOR_WQX-18591,53,0,False,True,38.8630351241,-85.8455901716,Ohio River Basin
INSTOR_WQX-18592,61,5,True,True,38.98394507,-85.8285489622,Ohio River Basin
INSTOR_WQX-18593,77,5,True,True,38.9111533869,-85.7623274172,Ohio River Basin
INSTOR_WQX-18594,75,4,True,True,38.9543845141,-85.7321382452,Ohio River Basin
INSTOR_WQX-18595,51,3,True,True,39.0100959102,-85.7049762197,Ohio River Basin
INSTOR_WQX-18596,69,1,True,True,39.0457593486,-85.6764415666,Ohio River Basin
INSTOR_WQX-18598,26,0,False,False,39.474744,-86.898353,Ohio River Basin
INSTOR_WQX-18606,89,3,True,True,39.26399033,-86.4111272986,Ohio River Basin
INSTOR_WQX-18616,71,2,True,True,41.6393356325,-84.9509180722,Great Lakes
INSTOR_WQX-18626,46,1,True,True,41.6235336094,-85.0174512975,Great Lakes
INSTOR_WQX-18637,12,2,True,True,39.173369,-86.319094,Ohio River Basin
INSTOR_WQX-18638,6,0,False,False,39.089564,-86.220924,Ohio River Basin
INSTOR_WQX-18639,9,0,False,True,39.021974,-86.260526,Ohio River Basin
INSTOR_WQX-18640,3,0,False,True,39.004734,-86.508396,Ohio River Basin
