MonitoringLocationIdentifier,richness,ept_taxa,ept_present,tol_present,LatitudeMeasure,LongitudeMeasure,region
RHA-NR02,61,3,True,True,40.48001,-74.85941,Mid-Atlantic / Chesapeake
RHA-NR03,79,5,True,True,40.47471,-74.86069,Mid-Atlantic / Chesapeake
RHA-NR05,63,2,True,True,40.47086,-74.8267,Mid-Atlantic / Chesapeake
RHA-NR06,27,2,True,True,40.49418,-74.753267,Mid-Atlantic / Chesapeake
RHA-NR10,85,6,True,True,40.47015,-74.77817,Mid-Atlantic / Chesapeake
RHA-NR11,20,1,True,True,40.45889,-74.86667,Mid-Atlantic / Chesapeake
RHA-NR12,53,3,True,True,40.443682,-74.891523,Mid-Atlantic / Chesapeake
RHA-PB01,63,4,True,True,40.773206,-74.689897,Mid-Atlantic / Chesapeake
RHA-PB04,26,2,True,True,40.734035,-74.669491,Mid-Atlantic / Chesapeake
RHA-PB06,83,6,True,True,40.72519,-74.668252,Mid-Atlantic / Chesapeake
RHA-PB08,74,6,True,True,40.691898,-74.648924,Mid-Atlantic / Chesapeake
RHA-PR15,85,5,True,True,40.54207,-74.75997,Mid-Atlantic / Chesapeake
RHA-PR16,75,4,True,True,40.5292,-74.74033,Mid-Atlantic / Chesapeake
RHA-PS01,70,4,True,True,40.579637,-74.863548,Mid-Atlantic / Chesapeake
RHA-RC04,98,4,True,True,40.688928,-74.81152,Mid-Atlantic / Chesapeake
RHA-RC05,28,3,True,True,40.668786,-74.779311,Mid-Atlantic / Chesapeake
RHA-RC06,85,6,True,True,40.654105,-74.763241,Mid-Atlantic / Chesapeake
RHA-RC07,55,5,True,True,40.643405,-74.76011,Mid-Atlantic / Chesapeake
RHA-RC13,32,2,True,True,40.640076,-74.822362,Mid-Atlantic / Chesapeake
RHA-RC15,73,4,True,True,40.620459,-74.772287,Mid-Atlantic / Chesapeake
RHA-RC16,87,6,True,True,40.624005,-74.750858,Mid-Atlantic / Chesapeake
RHA-RK01,89,7,True,True,40.684533,-74.916633,Mid-Atlantic / Chesapeake
RHA-SB01,88,4,True,True,40.837475,-74.743401,Mid-Atlantic / Chesapeake
RHA-SB02,76,6,True,True,40.79498,-74.76682,Mid-Atlantic / Chesapeake
RHA-SB03,80,5,True,True,40.74127,-74.82482,Mid-Atlantic / Chesapeake
RHA-SB04,76,4,True,True,40.611986,-74.908764,Mid-Atlantic / Chesapeake
RHA-SB05,104,9,True,True,40.55178,-74.85363,Mid-Atlantic / Chesapeake
RHA-SB06,86,5,True,True,40.53797,-74.83388,Mid-Atlantic / Chesapeake
RHA-SB07,87,6,True,True,40.50948,-74.785,Mid-Atlantic / Chesapeake
RHA-SB08,62,4,True,True,40.50897,-74.72637,Mid-Atlantic / Chesapeake
RHA-SB08b,54,3,True,True,40.502243,-74.738854,Mid-Atlantic / Chesapeake
RHA-SB09,80,4,True,True,40.54393,-74.6977,Mid-Atlantic / Chesapeake
RHA-SB11,75,6,True,True,40.62482,-74.90935,Mid-Atlantic / Chesapeake
RHA-SB13,76,4,True,True,40.78507,-74.77945,Mid-Atlantic / Chesapeake
RHA-SB14,15,2,True,True,40.56297,-74.85612,Mid-Atlantic / Chesapeake
RHA-SB19,84,5,True,True,40.664031,-74.89685,Mid-Atlantic / Chesapeake
RHA-SB21,80,3,True,True,40.851167,-74.763557,Mid-Atlantic / Chesapeake
RHA-SB22,87,3,True,True,40.724366,-74.834403,Mid-Atlantic / Chesapeake
RHA-SB23,49,5,True,True,40.716739,-74.844436,Mid-Atlantic / Chesapeake
RHA-SB24,84,3,True,True,40.677775,-74.879186,Mid-Atlantic / Chesapeake
RHA-SB25,84,5,True,True,40.579339,-74.888479,Mid-Atlantic / Chesapeake
RHA-SB27,68,4,True,True,40.635,-74.91139,Mid-Atlantic / Chesapeake
RHA-SB28,57,2,True,True,40.684781,-74.877624,Mid-Atlantic / Chesapeake
RHA-SB29,60,2,True,True,40.683847,-74.878041,Mid-Atlantic / Chesapeake
RHA-SB30,57,1,True,True,40.680276,-74.877493,Mid-Atlantic / Chesapeake
RHA-SB31,39,2,True,True,40.81166,-74.7328,Mid-Atlantic / Chesapeake
RHA-SB32,36,2,True,True,40.80762,-74.7386,Mid-Atlantic / Chesapeake
RHA-SP01,81,5,True,True,40.6912,-74.93762,Mid-Atlantic / Chesapeake
RHA-SP02,83,5,True,True,40.67398,-74.91717,Mid-Atlantic / Chesapeake
RHA-TB01,83,4,True,True,40.788083,-74.726466,Mid-Atlantic / Chesapeake
RHA-TR01,60,3,True,True,40.75056,-74.73076,Mid-Atlantic / Chesapeake
SAGIN01_WQX-CHIP0,9,3,True,False,43.690062,-85.057069,Great Lakes
SAGIN01_WQX-CHIP1,38,4,True,True,43.65723,-85.0255,Great Lakes
SAGIN01_WQX-CHIP2,86,7,True,True,43.646,-84.977,Great Lakes
SAGIN01_WQX-CHIP3,32,5,True,True,43.58255,-84.9418,Great Lakes
SAGIN01_WQX-CHIP4,104,7,True,True,43.58,-84.847,Great Lakes
SAGIN01_WQX-CHIP5,36,5,True,True,43.61169,-84.779,Great Lakes
SAGIN01_WQX-CHIP6,40,5,True,True,43.62634,-84.7078,Great Lakes
SAGIN01_WQX-CHIP7,84,8,True,True,43.624008,-84.628161,Great Lakes
SAGIN01_WQX-CHIP8,93,9,True,True,43.594967,-84.793444,Great Lakes
SAGIN01_WQX-CR0,9,1,True,False,43.765912,-84.941824,Great Lakes
SAGIN01_WQX-CR1,30,6,True,True,43.72659,-84.961,Great Lakes
SAGIN01_WQX-CR2,20,2,True,True,43.68321,-84.9664,Great Lakes
SAGIN01_WQX-CR3,78,7,True,True,43.62523,-84.9596,Great Lakes
SAGIN01_WQX-CR4,33,4,True,True,43.65438,-84.9607,Great Lakes
SAGIN01_WQX-CR5,28,2,True,True,43.71764,-84.9978,Great Lakes
SAGIN01_WQX-GL,1,0,False,False,43.61758,-84.73753,Great Lakes
SAGIN01_WQX-NB1,50,2,True,True,43.77308892,-84.88839373,Great Lakes
SAGIN01_WQX-NB2,34,1,True,True,43.72717061,-84.85301784,Great Lakes
SAGIN01_WQX-NB3,21,1,True,True,43.669,-84.866,Great Lakes
SAGIN01_WQX-NB4,32,1,True,True,43.669,-84.866,Great Lakes
SAGIN01_WQX-NB5,38,2,True,True,43.627,-84.884,Great Lakes
SAGIN01_WQX-NB6,83,8,True,True,43.59265391,-84.8478221,Great Lakes
SAGIN01_WQX-NBDR1,18,0,False,True,43.669,-84.866,Great Lakes
SAGIN01_WQX-NBS1,22,1,True,True,43.74269,-84.6648,Great Lakes
SAGIN01_WQX-NBS2,22,0,False,True,43.71349,-84.6732,Great Lakes
SAGIN01_WQX-NBS3,27,0,False,True,43.69875,-84.6456,Great Lakes
SAGIN01_WQX-NBU/ WBDR1/ NBD,5,0,False,True,43.65826,-84.868724,Great Lakes
SAGIN01_WQX-OC1,73,2,True,True,43.59592,-84.6879,Great Lakes
SAGIN01_WQX-SBS1,31,2,True,True,43.6859706556,-84.7079695424,Great Lakes
SAGIN01_WQX-SBS2,30,2,True,True,43.6697850569,-84.6929636035,Great Lakes
SAGIN01_WQX-SBS3,27,0,False,True,43.67557,-84.6677,Great Lakes
SAGIN01_WQX-SBS4,33,1,True,True,43.66985,-84.6518,Great Lakes
SAGIN01_WQX-SC2,29,2,True,True,43.92687,-83.91,Great Lakes
SAGIN01_WQX-SC4,20,0,False,True,43.92668,-83.9664,Great Lakes
SAGIN01_WQX-SC5,17,0,False,True,43.9158,-84.0061,Great Lakes
SAGIN01_WQX-SC6,8,0,False,True,43.90007,-84.0449,Great Lakes
SAGIN01_WQX-SC8,27,1,True,True,43.926233,-84.104552,Great Lakes
SC-NJ-SC-NJ_MO-SS-1,15,4,True,True,40.336694,-74.898222,Mid-Atlantic / Chesapeake
SC-NJ-SC-NJ_RB-ZC-1,16,4,True,True,40.439194,-74.73875,Mid-Atlantic / Chesapeake
SC-NJ-SC-NJ_SB-CR-1,15,4,True,True,40.391778,-74.802528,Mid-Atlantic / Chesapeake
SC-NJ-SC-NJ_UTNR-OF-1,13,4,True,True,40.477917,-74.752361,Mid-Atlantic / Chesapeake
STOCKBRIDGE_MUNSEE-GLDC1,60,9,True,True,44.9399599722,-89.001645,Great Lakes
STOCKBRIDGE_MUNSEE-HENNING1,6,0,False,False,44.870227,-88.950583,Great Lakes
STOCKBRIDGE_MUNSEE-MICN,85,6,True,True,44.9207960278,-88.8282969722,Great Lakes
STOCKBRIDGE_MUNSEE-MLRR,83,4,True,True,45.072682,-89.01198,Great Lakes
STOCKBRIDGE_MUNSEE-MLRR2,88,10,True,True,45.043781,-88.985259,Great Lakes
STOCKBRIDGE_MUNSEE-MillC,8,0,False,False,44.86262225,-88.90985425,Great Lakes
STOCKBRIDGE_MUNSEE-NBEMR01,104,12,True,True,44.867198,-88.9511409722,Great Lakes
STOCKBRIDGE_MUNSEE-NBEMR06,31,5,True,False,44.870331,-88.9988079722,Great Lakes
STOCKBRIDGE_MUNSEE-NBEMR11,34,2,True,True,44.911003,-89.082606,Great Lakes
STOCKBRIDGE_MUNSEE-RR3,81,9,True,True,44.8982413611,-88.8441328611,Great Lakes
STOCKBRIDGE_MUNSEE-RRR11,15,0,False,False,44.925998,-88.9026180278,Great Lakes
STOCKBRIDGE_MUNSEE-SIC1,19,4,True,False,44.914011,-88.961133,Great Lakes
STOCKBRIDGE_MUNSEE-SIC8,34,4,True,True,44.9428450278,-89.042823,Great Lakes
STOCKBRIDGE_MUNSEE-STRASSBURG1,31,4,True,True,44.86027,-89.021794,Great Lakes
STOCKBRIDGE_MUNSEE-WBINTER,11,0,False,False,44.9104169722,-88.924439,Great Lakes
STOCKBRIDGE_MUNSEE-WBRR1,48,4,True,True,44.922423,-88.942177,Great Lakes
STOCKBRIDGE_MUNSEE-WBRR5,67,11,True,True,44.964136,-88.988492,Great Lakes
STOCKBRIDGE_MUNSEE-WBRR8,36,4,True,False,45.000636,-89.03832,Great Lakes
STORLVD_WQX-BONIFAS CR #13,21,1,True,True,46.29787,-89.17272,Great Lakes
STORLVD_WQX-DUCK CR #5,65,14,True,True,46.25055,-89.17835,Great Lakes
STORLVD_WQX-DUCK CR #6,61,13,True,True,46.26801,-89.17473,Great Lakes
STORLVD_WQX-DUCK CR #7,62,12,True,True,46.27463,-89.17538,Great Lakes
STORLVD_WQX-MDL BR ONT #1,58,11,True,True,46.27833,-89.30888,Great Lakes
STORLVD_WQX-MDL BR ONT #15,44,9,True,True,46.29902,-89.05592,Great Lakes
STORLVD_WQX-MDL BR ONT #2,50,9,True,True,46.27686,-89.24098,Great Lakes
STORLVD_WQX-MDL BR ONT #3,59,11,True,True,46.27478,-89.1764,Great Lakes
STORLVD_WQX-MDL BR ONT #4,53,13,True,True,46.27633,-89.1759,Great Lakes
STORLVD_WQX-SUCKER CR #14,44,8,True,True,46.31631,-89.23992,Great Lakes
TDECWR_WQX-TNW000000032,35,2,True,True,36.12305,-86.47879,Ohio River Basin
TDECWR_WQX-TNW000000034,36,3,True,True,36.448889,-87.443839,Ohio River Basin
TDECWR_WQX-TNW000000035,28,3,True,True,36.44907,-87.42807,Ohio River Basin
TDECWR_WQX-TNW000000036,34,4,True,True,35.92911,-87.07853,Ohio River Basin
TDECWR_WQX-TNW000000050,74,7,True,True,35.865833,-86.7075,Ohio River Basin
TDECWR_WQX-TNW000000079,33,6,True,True,36.34822,-86.7324,Ohio River Basin
TDECWR_WQX-TNW000000103,35,4,True,True,35.964444,-87.219444,Ohio River Basin
TDECWR_WQX-TNW000000106,28,4,True,True,35.68,-85.7611,Ohio River Basin
TDECWR_WQX-TNW000000107,77,10,True,True,35.678,-85.7592,Ohio River Basin
TDECWR_WQX-TNW000000111,70,4,True,True,35.66614,-85.88083,Ohio River Basin
TDECWR_WQX-TNW000000113,28,1,True,True,36.502,-87.5177,Ohio River Basin
TDECWR_WQX-TNW000000115,50,6,True,True,36.355,-87.28,Ohio River Basin
TDECWR_WQX-TNW000000116,28,3,True,True,36.253333,-86.331667,Ohio River Basin
TDECWR_WQX-TNW000000180,33,4,True,True,36.2864,-84.7036,Ohio River Basin
TDECWR_WQX-TNW000000193,66,8,True,True,36.476545,-85.23819,Ohio River Basin
TDECWR_WQX-TNW000000203,54,10,True,True,36.26667,-85.432778,Ohio River Basin
TDECWR_WQX-TNW000000206,25,7,True,True,36.2325,-87.535,Ohio River Basin
TDECWR_WQX-TNW000000213,23,1,True,True,35.906944,-86.361111,Ohio River Basin
TDECWR_WQX-TNW000000246,14,0,False,False,36.06191,-87.22068,Ohio River Basin
TDECWR_WQX-TNW000000251,33,7,True,True,35.735277,-85.195833,Ohio River Basin
TDECWR_WQX-TNW000000295,2,0,False,False,36.39222,-86.8978,Ohio River Basin
TDECWR_WQX-TNW000000300,87,5,True,True,35.76533,-85.25105,Ohio River Basin
TDECWR_WQX-TNW000000303,34,2,True,True,35.763333,-85.178333,Ohio River Basin
TDECWR_WQX-TNW000000312,26,4,True,True,36.036389,-86.871111,Ohio River Basin
TDECWR_WQX-TNW000000314,54,6,True,True,36.07849,-87.01291,Ohio River Basin
TDECWR_WQX-TNW000000360,1,1,True,False,36.5821,-83.7837,Ohio River Basin
TDECWR_WQX-TNW000000386,31,6,True,True,36.485556,-86.310278,Ohio River Basin
TDECWR_WQX-TNW000000403,18,0,False,True,35.52101,-85.5341,Ohio River Basin
TDECWR_WQX-TNW000000405,19,2,True,True,35.51556,-85.5226,Ohio River Basin
TDECWR_WQX-TNW000000406,34,1,True,True,35.51966,-85.5098,Ohio River Basin
TDECWR_WQX-TNW000000424,21,8,True,True,35.412889,-85.70556,Ohio River Basin
TDECWR_WQX-TNW000000444,65,10,True,True,36.419445,-85.075556,Ohio River Basin
TDECWR_WQX-TNW000000470,27,1,True,True,36.17389,-86.2456,Ohio River Basin
TDECWR_WQX-TNW000000474,21,4,True,True,36.51421,-86.88219,Ohio River Basin
TDECWR_WQX-TNW000000501,21,2,True,True,36.26734,-85.09908,Ohio River Basin
TDECWR_WQX-TNW000000503,60,9,True,True,36.446944,-86.330278,Ohio River Basin
TDECWR_WQX-TNW000000511,36,5,True,True,36.09667,-86.14028,Ohio River Basin
TDECWR_WQX-TNW000000531,48,6,True,True,36.461667,-87.27444,Ohio River Basin
TDECWR_WQX-TNW000000532,26,2,True,True,36.4722,-87.2619,Ohio River Basin
TDECWR_WQX-TNW000000533,26,3,True,True,36.48038,-87.22591,Ohio River Basin
TDECWR_WQX-TNW000000534,29,3,True,True,36.483889,-87.188333,Ohio River Basin
TDECWR_WQX-TNW000000578,110,10,True,True,35.704722,-85.274722,Ohio River Basin
TDECWR_WQX-TNW000000582,65,8,True,True,35.92791,-86.29044,Ohio River Basin
TDECWR_WQX-TNW000000593,37,9,True,True,35.7785,-86.16156,Ohio River Basin
TDECWR_WQX-TNW000000608,40,7,True,True,36.4947,-85.6319,Ohio River Basin
TDECWR_WQX-TNW000000609,34,3,True,True,36.3042,-84.5058,Ohio River Basin
TDECWR_WQX-TNW000000610,1,0,False,False,36.2525,-84.5063,Ohio River Basin
TDECWR_WQX-TNW000000625,1,0,False,False,35.995833,-86.935556,Ohio River Basin
TDECWR_WQX-TNW000000629,98,5,True,True,36.1561,-86.7428,Ohio River Basin
TDECWR_WQX-TNW000000637,45,3,True,True,36.12833,-86.76279,Ohio River Basin
TDECWR_WQX-TNW000000648,15,1,True,True,36.29327,-86.35855,Ohio River Basin
TDECWR_WQX-TNW000000653,31,5,True,True,36.076945,-87.080556,Ohio River Basin
TDECWR_WQX-TNW000000662,31,3,True,True,36.231111,-87.067778,Ohio River Basin
TDECWR_WQX-TNW000000665,35,6,True,True,36.416667,-87.242778,Ohio River Basin
TDECWR_WQX-TNW000000688,25,6,True,True,36.4776,-84.6682,Ohio River Basin
TDECWR_WQX-TNW000000693,19,8,True,True,35.80929,-85.7734,Ohio River Basin
TDECWR_WQX-TNW000000694,37,6,True,True,35.964167,-85.413056,Ohio River Basin
TDECWR_WQX-TNW000000699,57,6,True,True,36.13,-86.840278,Ohio River Basin
TDECWR_WQX-TNW000000701,60,7,True,True,36.326845,-87.029722,Ohio River Basin
TDECWR_WQX-TNW000000717,35,5,True,True,36.639722,-86.19778,Ohio River Basin
TDECWR_WQX-TNW000000721,34,8,True,True,36.00433,-87.22059,Ohio River Basin
TDECWR_WQX-TNW000000750,27,2,True,True,36.44439,-87.44383,Ohio River Basin
TDECWR_WQX-TNW000000757,1,0,False,False,36.13743,-85.78835,Ohio River Basin
TDECWR_WQX-TNW000000767,32,5,True,True,36.39281,-84.40941,Ohio River Basin
TDECWR_WQX-TNW000000789,2,0,False,False,35.71972,-85.96714,Ohio River Basin
TDECWR_WQX-TNW000000800,37,1,True,True,36.58895,-86.62361,Ohio River Basin
TDECWR_WQX-TNW000000816,32,3,True,True,35.8941,-86.3483,Ohio River Basin
TDECWR_WQX-TNW000000817,43,5,True,True,35.8783,-86.3489,Ohio River Basin
TDECWR_WQX-TNW000000827,33,5,True,True,36.3211,-84.6627,Ohio River Basin
TDECWR_WQX-TNW000000848,30,7,True,True,35.8967,-85.4752,Ohio River Basin
TDECWR_WQX-TNW000000854,28,3,True,True,35.9714,-85.4169,Ohio River Basin
TDECWR_WQX-TNW000000856,46,5,True,True,36.0581,-85.3264,Ohio River Basin
TDECWR_WQX-TNW000000857,82,8,True,True,36.0842,-85.3253,Ohio River Basin
TDECWR_WQX-TNW000000917,2,0,False,False,35.7932,-85.406,Ohio River Basin
TDECWR_WQX-TNW000000919,34,5,True,True,36.08284,-85.60746,Ohio River Basin
TDECWR_WQX-TNW000000926,36,4,True,True,36.128611,-85.571667,Ohio River Basin
TDECWR_WQX-TNW000000931,2,0,False,False,35.660278,-85.347222,Ohio River Basin
TDECWR_WQX-TNW000000944,1,0,False,False,36.556111,-85.013056,Ohio River Basin
TDECWR_WQX-TNW000000946,53,3,True,True,35.664722,-85.938056,Ohio River Basin
TDECWR_WQX-TNW000000967,30,3,True,True,36.5836,-84.2328,Ohio River Basin
TDECWR_WQX-TNW000000985,51,7,True,True,36.470833,-86.119444,Ohio River Basin
TDECWR_WQX-TNW000000987,40,6,True,True,36.340833,-85.36667,Ohio River Basin
TDECWR_WQX-TNW000000990,27,4,True,True,36.495278,-86.92833,Ohio River Basin
TDECWR_WQX-TNW000000994,31,5,True,True,36.46842,-86.89161,Ohio River Basin
TDECWR_WQX-TNW000000995,29,3,True,True,36.431389,-86.8375,Ohio River Basin
TDECWR_WQX-TNW000000996,31,3,True,True,36.43009,-86.82548,Ohio River Basin
TDECWR_WQX-TNW000001035,34,2,True,True,35.815556,-86.955,Ohio River Basin
TDECWR_WQX-TNW000001050,15,1,True,True,36.03195,-86.26098,Ohio River Basin
TDECWR_WQX-TNW000001053,22,6,True,True,36.207222,-87.516667,Ohio River Basin
TDECWR_WQX-TNW000001066,30,4,True,True,36.231944,-86.505833,Ohio River Basin
TDECWR_WQX-TNW000001081,1,1,True,False,36.588889,-86.44027,Ohio River Basin
TDECWR_WQX-TNW000001085,64,11,True,True,36.3877,-84.6295,Ohio River Basin
TDECWR_WQX-TNW000001087,64,9,True,True,36.18611,-85.905,Ohio River Basin
TDECWR_WQX-TNW000001088,46,3,True,True,36.1083,-85.8528,Ohio River Basin
TDECWR_WQX-TNW000001093,50,9,True,True,35.8906,-85.2169,Ohio River Basin
TDECWR_WQX-TNW000001114,38,0,False,False,35.7181,-85.7567,Ohio River Basin
TDECWR_WQX-TNW000001129,29,0,False,True,35.7613,-86.63695,Ohio River Basin
TDECWR_WQX-TNW000001130,23,2,True,True,35.741111,-86.646389,Ohio River Basin
TDECWR_WQX-TNW000001134,90,5,True,True,35.9938,-85.4192,Ohio River Basin
TDECWR_WQX-TNW000001168,56,6,True,True,35.74465,-86.41887,Ohio River Basin
TDECWR_WQX-TNW000001189,33,1,True,True,36.08982,-86.73533,Ohio River Basin
TDECWR_WQX-TNW000001190,38,2,True,True,36.08652,-86.73736,Ohio River Basin
TDECWR_WQX-TNW000001191,8,0,False,True,36.08825,-86.74461,Ohio River Basin
TDECWR_WQX-TNW000001235,32,5,True,True,36.5847,-84.0833,Ohio River Basin
TDECWR_WQX-TNW000001238,55,5,True,True,36.55129,-83.97898,Ohio River Basin
TDECWR_WQX-TNW000001240,54,4,True,True,36.5643,-83.9347,Ohio River Basin
TDECWR_WQX-TNW000001241,28,3,True,True,36.5714,-83.9111,Ohio River Basin
TDECWR_WQX-TNW000001250,28,2,True,True,35.8704,-85.6136,Ohio River Basin
TDECWR_WQX-TNW000001254,33,2,True,True,35.886666,-85.252222,Ohio River Basin
TDECWR_WQX-TNW000001355,35,3,True,True,36.047778,-86.665278,Ohio River Basin
TDECWR_WQX-TNW000001360,35,4,True,True,35.67494,-85.70164,Ohio River Basin
TDECWR_WQX-TNW000001362,1,0,False,False,35.5875,-85.6994,Ohio River Basin
TDECWR_WQX-TNW000001364,72,14,True,True,35.38781,-85.55611,Ohio River Basin
TDECWR_WQX-TNW000001380,47,7,True,True,35.743961,-86.59389,Ohio River Basin
TDECWR_WQX-TNW000001395,45,4,True,True,36.208889,-86.713889,Ohio River Basin
TDECWR_WQX-TNW000001440,38,3,True,True,36.31368,-86.66578,Ohio River Basin
TDECWR_WQX-TNW000001450,1,0,False,False,36.10716,-87.29118,Ohio River Basin
TDECWR_WQX-TNW000001452,2,0,False,False,36.101389,-87.284722,Ohio River Basin
TDECWR_WQX-TNW000001455,38,7,True,True,35.87607,-86.26358,Ohio River Basin
TDECWR_WQX-TNW000001457,32,3,True,True,35.84994,-86.26051,Ohio River Basin
TDECWR_WQX-TNW000001462,28,4,True,True,36.324445,-84.7875,Ohio River Basin
TDECWR_WQX-TNW000001512,19,1,True,True,36.54251,-87.06029,Ohio River Basin
TDECWR_WQX-TNW000001516,45,3,True,True,36.305556,-85.176111,Ohio River Basin
TDECWR_WQX-TNW000001546,1,0,False,False,36.271111,-87.069444,Ohio River Basin
TDECWR_WQX-TNW000001567,23,2,True,True,36.30156,-86.65869,Ohio River Basin
TDECWR_WQX-TNW000001573,32,2,True,True,36.36889,-86.391108,Ohio River Basin
TDECWR_WQX-TNW000001635,17,2,True,False,36.48409,-84.28761,Ohio River Basin
TDECWR_WQX-TNW000001646,34,6,True,True,36.49956,-84.0673,Ohio River Basin
TDECWR_WQX-TNW000001653,39,2,True,True,36.48214,-84.05612,Ohio River Basin
TDECWR_WQX-TNW000001676,46,6,True,True,36.364444,-85.893611,Ohio River Basin
TDECWR_WQX-TNW000001677,66,6,True,True,36.36884,-85.89249,Ohio River Basin
TDECWR_WQX-TNW000001681,1,0,False,False,36.41049,-86.3591,Ohio River Basin
TDECWR_WQX-TNW000001688,2,0,False,False,36.576111,-86.456944,Ohio River Basin
TDECWR_WQX-TNW000001694,29,2,True,True,36.27858,-86.43934,Ohio River Basin
TDECWR_WQX-TNW000001696,24,3,True,True,36.36055,-87.20552,Ohio River Basin
TDECWR_WQX-TNW000001697,49,7,True,True,35.69585,-86.447,Ohio River Basin
TDECWR_WQX-TNW000001704,39,5,True,True,36.3625,-86.049167,Ohio River Basin
TDECWR_WQX-TNW000001732,34,1,True,True,36.124445,-87.096944,Ohio River Basin
TDECWR_WQX-TNW000001733,20,1,True,True,35.675833,-85.903056,Ohio River Basin
TDECWR_WQX-TNW000001744,49,5,True,True,35.891667,-86.850278,Ohio River Basin
TDECWR_WQX-TNW000001745,20,1,True,True,36.5777,-86.5136,Ohio River Basin
TDECWR_WQX-TNW000001751,44,5,True,True,36.21003,-86.84817,Ohio River Basin
TDECWR_WQX-TNW000001753,42,6,True,True,36.30413,-86.61256,Ohio River Basin
TDECWR_WQX-TNW000001758,36,4,True,True,36.318889,-86.611111,Ohio River Basin
TDECWR_WQX-TNW000001760,42,5,True,True,36.37,-86.618056,Ohio River Basin
TDECWR_WQX-TNW000001761,33,3,True,True,36.49697,-84.3163,Ohio River Basin
TDECWR_WQX-TNW000001764,59,6,True,True,36.18729,-86.6116,Ohio River Basin
TDECWR_WQX-TNW000001782,27,4,True,True,36.246389,-86.834722,Ohio River Basin
TDECWR_WQX-TNW000001784,15,2,True,True,35.930556,-86.238889,Ohio River Basin
TDECWR_WQX-TNW000001788,35,2,True,True,36.01517,-85.94131,Ohio River Basin
TDECWR_WQX-TNW000001804,50,5,True,True,36.284167,-86.706389,Ohio River Basin
TDECWR_WQX-TNW000001809,17,1,True,True,35.7419,-85.7433,Ohio River Basin
TDECWR_WQX-TNW000001824,1,0,False,False,35.56577,-85.62606,Ohio River Basin
TDECWR_WQX-TNW000001828,2,1,True,False,35.995361,-85.92971,Ohio River Basin
TDECWR_WQX-TNW000001834,1,0,False,False,35.6981,-85.4861,Ohio River Basin
TDECWR_WQX-TNW000001835,61,3,True,True,35.51961,-85.5575,Ohio River Basin
TDECWR_WQX-TNW000001836,50,3,True,True,35.51618,-85.5555,Ohio River Basin
TDECWR_WQX-TNW000001839,3,1,True,False,35.494,-85.523,Ohio River Basin
TDECWR_WQX-TNW000001846,45,3,True,True,36.469444,-86.045556,Ohio River Basin
TDECWR_WQX-TNW000001919,19,1,True,True,36.53767,-87.30088,Ohio River Basin
TDECWR_WQX-TNW000001924,31,2,True,True,36.00233,-85.2020016,Ohio River Basin
TDECWR_WQX-TNW000001931,26,2,True,True,36.61292,-86.3271,Ohio River Basin
TDECWR_WQX-TNW000001938,53,10,True,True,36.528611,-87.814444,Ohio River Basin
TDECWR_WQX-TNW000001947,2,0,False,False,36.26226,-86.82755,Ohio River Basin
TDECWR_WQX-TNW000001948,33,7,True,True,36.26517,-86.83051,Ohio River Basin
TDECWR_WQX-TNW000001952,24,3,True,True,36.208611,-86.863611,Ohio River Basin
TDECWR_WQX-TNW000001956,35,2,True,True,36.01066,-86.60207,Ohio River Basin
TDECWR_WQX-TNW000001958,54,7,True,True,36.23,-85.545556,Ohio River Basin
TDECWR_WQX-TNW000001963,2,0,False,False,36.38694,-86.48139,Ohio River Basin
TDECWR_WQX-TNW000001967,33,2,True,True,36.46333,-86.1325,Ohio River Basin
TDECWR_WQX-TNW000002008,5,0,False,False,36.57833,-84.79472,Ohio River Basin
TDECWR_WQX-TNW000002009,400,25,True,True,36.51296,-84.71617,Ohio River Basin
TDECWR_WQX-TNW000002023,154,21,True,True,36.12444,-84.4313,Ohio River Basin
TDECWR_WQX-TNW000002024,141,15,True,True,36.24722,-84.28444,Ohio River Basin
TDECWR_WQX-TNW000002025,64,4,True,True,36.5528,-84.0686,Ohio River Basin
TDECWR_WQX-TNW000002026,140,15,True,True,36.4258,-84.2618,Ohio River Basin
TDECWR_WQX-TNW000002028,71,12,True,True,36.53444,-87.19583,Ohio River Basin
TDECWR_WQX-TNW000002029,37,4,True,True,36.481389,-87.089722,Ohio River Basin
TDECWR_WQX-TNW000002030,68,11,True,True,36.497778,-86.778333,Ohio River Basin
TDECWR_WQX-TNW000002031,92,17,True,True,36.49237,-87.0086,Ohio River Basin
TDECWR_WQX-TNW000002039,157,18,True,True,36.35944,-85.43138,Ohio River Basin
TDECWR_WQX-TNW000002040,87,14,True,True,36.27277,-85.42333,Ohio River Basin
TDECWR_WQX-TNW000002042,53,4,True,True,36.2506,-85.5647,Ohio River Basin
TDECWR_WQX-TNW000002043,66,1,True,True,36.580556,-85.85416,Ohio River Basin
TDECWR_WQX-TNW000002044,97,14,True,True,36.2792,-85.66444,Ohio River Basin
TDECWR_WQX-TNW000002046,101,13,True,True,35.76495,-86.13263,Ohio River Basin
TDECWR_WQX-TNW000002047,326,21,True,True,35.928651,-85.992117,Ohio River Basin
TDECWR_WQX-TNW000002051,108,13,True,True,36.28538,-86.2079,Ohio River Basin
TDECWR_WQX-TNW000002053,109,12,True,True,35.8325,-86.70001,Ohio River Basin
